Date,S&P500,Year,Growth
2023-01-31,3960.6565,2023.0,1.2339173563778116
2023-02-28,4079.684736842105,2023.0,3.0052653352317993
2023-03-31,3968.5591304347827,2023.0,-2.7238772987478344
2023-04-30,4121.467368421053,2023.0,3.85299129887271
2023-05-31,4146.173181818182,2023.0,0.5994421692241403
2023-06-30,4345.372857142857,2023.0,4.80442245389574
2023-07-31,4508.0755,2023.0,3.744273465272241
2023-08-31,4457.358695652174,2023.0,-1.1250211836032031
2023-09-30,4409.094999999999,2023.0,-1.0827868912423932
2023-10-31,4269.4009090909085,2023.0,-3.1683166479536284
2023-11-30,4460.0633333333335,2023.0,4.465788720765107
2023-12-31,4685.0515,2023.0,5.044506094457546
2024-01-31,4804.4914285714285,2024.0,2.5493834714821917
2024-02-29,5011.961499999999,2024.0,4.3182525042043896
2024-03-31,5170.5725,2024.0,3.164649209695658
2024-04-30,5112.492727272727,2024.0,-1.123275473407881
2024-05-31,5235.225454545455,2024.0,2.4006435572613505
2024-06-30,5384.288333333333,2024.0,2.8473058148518637
